,seg,freq,sex,type
0,f1ini,83.9453,F,WT
0,f1max,90.8203,F,WT
0,f1end,84.9219,F,WT
0,f2ini,71.2500,F,WT
0,f2max,84.9844,F,WT
0,f2end,84.9219,F,WT
0,f1ini,84.9219,F,WT
0,f1max,87.8906,F,WT
0,f1end,79.0625,F,WT
0,f2ini,76.1328,F,WT
0,f2max,81.0547,F,WT
0,f2end,74.1797,F,WT
0,f1ini,85.2615,F,WT
0,f1max,90.4398,F,WT
0,f1end,86.3736,F,WT
0,f2ini,70.6813,F,WT
0,f2max,86.4378,F,WT
0,f2end,83.7608,F,WT
0,f1ini,84.9219,F,WT
0,f1max,86.9141,F,WT
0,f1end,82.9688,F,WT
0,f2ini,82.9688,F,WT
0,f2max,84.9609,F,WT
0,f2end,84.9219,F,WT
0,f1ini,91.7578,F,WT
0,f1max,92.7734,F,WT
0,f1end,81.9922,F,WT
0,f2ini,74.1797,F,WT
0,f2max,74.2188,F,WT
0,f2end,70.2734,F,WT
0,f1ini,84.2968,F,WT
0,f1max,86.9521,F,WT
0,f1end,85.1206,F,WT
0,f2ini,83.1936,F,WT
0,f2max,85.0468,F,WT
0,f2end,84.8525,F,WT
0,f1ini,91.7578,F,WT
0,f1max,96.6797,F,WT
0,f1end,91.7578,F,WT
0,f2ini,95.6641,F,WT
0,f2max,95.7969,F,WT
0,f2end,94.4011,F,WT
0,f1ini,93.7109,F,WT
0,f1max,95.7031,F,WT
0,f1end,84.9219,F,WT
0,f2ini,93.7109,F,WT
0,f2max,94.7266,F,WT
0,f2end,93.7109,F,WT
0,f1ini,96.6406,F,WT
0,f1max,104.4922,F,WT
0,f1end,86.8750,F,WT
0,f2ini,83.9453,F,WT
0,f2max,84.9609,F,WT
0,f2end,78.0859,F,WT
0,f1ini,91.0047,F,WT
0,f1max,96.3686,F,WT
0,f1end,93.2923,F,WT
0,f2ini,91.1175,F,WT
0,f2max,91.8553,F,WT
0,f2end,87.1743,F,WT
0,f1ini,95.1046,F,WT
0,f1max,95.6933,F,WT
0,f1end,87.7022,F,WT
0,f2ini,94.1548,F,WT
0,f2max,95.8987,F,WT
0,f2end,94.5695,F,WT
0,f1ini,95.6904,F,WT
0,f1max,104.3696,F,WT
0,f1end,87.7427,F,WT
0,f2ini,84.7120,F,WT
0,f2max,85.1481,F,WT
0,f2end,77.5301,F,WT
0,f1ini,92.7344,F,WT
0,f1max,98.6328,F,WT
0,f1end,92.7344,F,WT
0,f2ini,88.7812,F,WT
0,f2max,89.8438,F,WT
0,f2end,85.7812,F,WT
0,f1ini,92.7344,F,WT
0,f1max,104.4922,F,WT
0,f1end,88.8281,F,WT
0,f2ini,82.9688,F,WT
0,f2max,91.7969,F,WT
0,f2end,83.9453,F,WT
0,f1ini,98.5938,F,WT
0,f1max,105.4688,F,WT
0,f1end,79.0625,F,WT
0,f2ini,75.1562,F,WT
0,f2max,76.1719,F,WT
0,f2end,75.1562,F,WT
0,f1ini,92.9577,F,WT
0,f1max,98.2960,F,WT
0,f1end,93.8226,F,WT
0,f2ini,90.1595,F,WT
0,f2max,92.8405,F,WT
0,f2end,89.3774,F,WT
0,f1ini,92.7542,F,WT
0,f1max,104.0701,F,WT
0,f1end,88.7310,F,WT
0,f2ini,83.9984,F,WT
0,f2max,92.0227,F,WT
0,f2end,82.9238,F,WT
0,f1ini,99.3839,F,WT
0,f1max,104.9977,F,WT
0,f1end,80.6685,F,WT
0,f2ini,76.0768,F,WT
0,f2max,76.6100,F,WT
0,f2end,75.8919,F,WT
0,f1ini,83.9894,F,WT
0,f1max,86.5198,F,WT
0,f1end,86.0346,F,WT
0,f2ini,83.7082,F,WT
0,f2max,84.7207,F,WT
0,f2end,84.7150,F,WT
0,f1ini,87.8516,F,WT
